Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Age Group,Income To Age Ratio
40,No,Travel_Rarely,369,Research & Development,8 KM,Associate’s Degree,Life Sciences,1724,Medium,Female,92,3,2,Manufacturing Director,Low,Married,6516,5041,2,Yes,16,High,Medium,,18,3,Better,1,0,0,0,30s,162.9
24,No,Travel_Rarely,506,Research & Development,29 KM,High School,Medical,1725,Medium,Male,91,3,1,Laboratory Technician,Low,Divorced,3907,3622,1,No,13,High,Medium,,6,2,Best,6,2,1,2,20s,162.79166666666666
46,No,Travel_Rarely,717,Research & Development,13 KM,Master’s Degree,Life Sciences,1727,High,Male,34,3,2,Healthcare Representative,Medium,Single,5562,9697,6,No,14,High,Very High,,19,3,Better,10,7,0,9,40s,120.91304347826087
35,No,Travel_Rarely,1370,Research & Development,27 KM,Master’s Degree,Life Sciences,1728,Very High,Male,49,3,2,Manufacturing Director,High,Married,6883,5151,2,No,16,High,Medium,,17,3,Better,7,7,0,7,30s,196.65714285714284
30,No,Travel_Rarely,793,Research & Development,16 KM,High School,Life Sciences,1729,Medium,Male,33,3,1,Research Scientist,Very High,Married,2862,3811,1,No,12,High,Medium,,10,2,Good,10,0,0,8,20s,95.4
47,No,Non-Travel,543,Sales,2 KM,Master’s Degree,Marketing,1731,High,Male,87,3,2,Sales Executive,Medium,Married,4978,3536,7,No,11,High,Very High,,4,3,Bad,1,0,0,0,40s,105.91489361702128
46,No,Travel_Rarely,1277,Sales,2 KM,Bachelor’s Degree,Life Sciences,1732,High,Male,74,3,3,Sales Executive,Very High,Divorced,10368,5596,4,Yes,12,High,Medium,,13,5,Good,10,6,0,3,40s,225.3913043478261
36,Yes,Travel_Rarely,1456,Sales,13 KM,Doctorate,Marketing,1733,Medium,Male,96,2,2,Sales Executive,Low,Divorced,6134,8658,5,Yes,13,High,Medium,,16,3,Better,2,2,2,2,30s,170.38888888888889
32,Yes,Travel_Rarely,964,Sales,1 KM,Associate’s Degree,Life Sciences,1734,Low,Male,34,1,2,Sales Executive,Medium,Single,6735,12147,6,No,15,High,Medium,,10,2,Better,0,0,0,0,30s,210.46875
23,No,Travel_Rarely,160,Research & Development,4 KM,High School,Medical,1735,High,Female,51,3,1,Laboratory Technician,Medium,Single,3295,12862,1,No,13,High,High,,3,3,Bad,3,2,1,2,20s,143.2608695652174
31,No,Travel_Frequently,163,Research & Development,24 KM,High School,Technical Degree,1736,Very High,Female,30,3,2,Manufacturing Director,Very High,Single,5238,6670,2,No,20,Very High,Very High,,9,3,Good,5,4,1,4,30s,168.96774193548387
39,No,Non-Travel,792,Research & Development,1 KM,Bachelor’s Degree,Life Sciences,1737,Very High,Male,77,3,2,Laboratory Technician,Very High,Married,6472,8989,1,Yes,15,High,Very High,,9,2,Better,9,8,5,8,30s,165.94871794871796
32,No,Travel_Rarely,371,Sales,19 KM,Bachelor’s Degree,Life Sciences,1739,Very High,Male,80,1,3,Sales Executive,High,Married,9610,3840,3,No,13,High,High,,10,2,Bad,4,3,0,2,30s,300.3125
40,No,Travel_Rarely,611,Sales,7 KM,Master’s Degree,Medical,1740,Medium,Male,88,3,5,Manager,Medium,Single,19833,4349,1,No,14,High,Medium,,21,3,Good,21,8,12,8,30s,495.825
45,No,Travel_Rarely,176,Human Resources,4 KM,Bachelor’s Degree,Life Sciences,1744,High,Female,56,1,3,Human Resources,High,Married,9756,6595,4,No,21,Very High,High,,9,2,Best,5,0,0,3,40s,216.8
30,No,Travel_Frequently,1312,Research & Development,2 KM,Master’s Degree,Technical Degree,1745,Very High,Female,78,2,1,Research Scientist,Low,Single,4968,26427,0,No,16,High,Very High,,10,2,Better,9,7,0,7,20s,165.6
24,No,Travel_Frequently,897,Human Resources,10 KM,Bachelor’s Degree,Medical,1746,Low,Male,59,3,1,Human Resources,Very High,Married,2145,2097,0,No,14,High,Very High,,3,2,Better,2,2,2,1,20s,89.375
30,Yes,Travel_Frequently,600,Human Resources,8 KM,Bachelor’s Degree,Human Resources,1747,High,Female,66,2,1,Human Resources,Very High,Divorced,2180,9732,6,No,11,High,High,,6,0,Good,4,2,1,2,20s,72.66666666666667
31,No,Travel_Rarely,1003,Sales,5 KM,Bachelor’s Degree,Technical Degree,1749,Low,Male,51,3,2,Sales Executive,High,Married,8346,20943,1,No,19,High,High,,6,3,Better,5,2,0,2,30s,269.2258064516129
27,No,Travel_Rarely,1054,Research & Development,8 KM,Bachelor’s Degree,Medical,1751,High,Female,67,3,1,Research Scientist,Very High,Single,3445,6152,1,No,11,High,High,,6,5,Good,6,2,1,4,20s,127.5925925925926
29,Yes,Travel_Rarely,428,Sales,9 KM,Bachelor’s Degree,Marketing,1752,Medium,Female,52,1,1,Sales Representative,Medium,Single,2760,14630,1,No,13,High,High,,2,3,Better,2,2,2,2,20s,95.17241379310344
29,No,Travel_Frequently,461,Research & Development,1 KM,Bachelor’s Degree,Life Sciences,1753,Very High,Male,70,4,2,Healthcare Representative,High,Single,6294,23060,8,Yes,12,High,Very High,,10,5,Best,3,2,0,2,20s,217.0344827586207
30,No,Travel_Rarely,979,Sales,15 KM,Associate’s Degree,Marketing,1754,High,Male,94,2,3,Sales Executive,Low,Divorced,7140,3088,2,No,11,High,Low,,12,2,Better,7,7,1,7,20s,238.0
34,No,Travel_Rarely,181,Research & Development,2 KM,Master’s Degree,Medical,1755,Very High,Male,97,4,1,Research Scientist,Very High,Married,2932,5586,0,Yes,14,High,Low,,6,3,Better,5,0,1,2,30s,86.23529411764706
33,No,Non-Travel,1283,Sales,2 KM,Bachelor’s Degree,Marketing,1756,Very High,Female,62,3,2,Sales Executive,Medium,Single,5147,10697,8,No,15,High,Very High,,13,2,Good,11,7,1,7,30s,155.96969696969697
49,No,Travel_Rarely,1313,Sales,11 KM,Master’s Degree,Marketing,1757,Very High,Female,80,3,2,Sales Executive,Very High,Single,4507,8191,3,No,12,High,High,,8,1,Best,5,1,0,4,40s,91.9795918367347
33,Yes,Travel_Rarely,211,Sales,16 KM,Bachelor’s Degree,Life Sciences,1758,Low,Female,74,3,3,Sales Executive,Low,Single,8564,10092,2,Yes,20,Very High,High,,11,2,Good,0,0,0,0,30s,259.5151515151515
38,No,Travel_Frequently,594,Research & Development,2 KM,Associate’s Degree,Medical,1760,High,Female,75,2,1,Laboratory Technician,Medium,Married,2468,15963,4,No,14,High,Medium,,9,4,Good,6,1,0,5,30s,64.94736842105263
31,Yes,Travel_Rarely,1079,Sales,16 KM,Master’s Degree,Marketing,1761,Low,Male,70,3,3,Sales Executive,High,Married,8161,19002,2,No,13,High,Low,,10,2,Better,1,0,0,0,30s,263.258064516129
29,No,Travel_Rarely,590,Research & Development,4 KM,Bachelor’s Degree,Technical Degree,1762,Very High,Female,91,2,1,Research Scientist,Low,Divorced,2109,10007,1,No,13,High,High,,1,2,Better,1,0,0,0,20s,72.72413793103448
30,No,Travel_Rarely,305,Research & Development,16 KM,Bachelor’s Degree,Life Sciences,1763,High,Male,58,4,2,Healthcare Representative,High,Married,5294,9128,3,No,16,High,High,,10,3,Better,7,0,1,7,20s,176.46666666666667
32,No,Non-Travel,953,Research & Development,5 KM,Master’s Degree,Technical Degree,1764,Medium,Male,65,3,1,Research Scientist,Medium,Single,2718,17674,2,No,14,High,Medium,,12,3,Better,7,7,0,7,30s,84.9375
38,No,Travel_Rarely,833,Research & Development,18 KM,Bachelor’s Degree,Medical,1766,Medium,Male,60,1,2,Healthcare Representative,Very High,Married,5811,24539,3,Yes,16,High,High,,15,2,Better,1,0,1,0,30s,152.92105263157896
43,Yes,Travel_Frequently,807,Research & Development,17 KM,Bachelor’s Degree,Technical Degree,1767,High,Male,38,2,1,Research Scientist,High,Married,2437,15587,9,Yes,16,High,Very High,,6,4,Better,1,0,0,0,40s,56.674418604651166
42,No,Travel_Rarely,855,Research & Development,12 KM,Bachelor’s Degree,Medical,1768,Medium,Male,57,3,1,Laboratory Technician,Medium,Divorced,2766,8952,8,No,22,Very High,Medium,,7,6,Good,5,3,0,4,40s,65.85714285714286
55,No,Travel_Rarely,478,Research & Development,2 KM,Bachelor’s Degree,Medical,1770,High,Male,60,2,5,Research Director,Low,Married,19038,19805,8,No,12,High,Medium,,34,2,Better,1,0,0,0,50s,346.1454545454545
33,No,Non-Travel,775,Research & Development,4 KM,Bachelor’s Degree,Technical Degree,1771,Very High,Male,90,3,2,Research Scientist,Medium,Divorced,3055,6194,5,No,15,High,Very High,,11,2,Good,9,8,1,7,30s,92.57575757575758
41,No,Travel_Rarely,548,Research & Development,9 KM,Master’s Degree,Life Sciences,1772,High,Male,94,3,1,Laboratory Technician,Low,Divorced,2289,20520,1,No,20,Very High,Medium,,5,2,Better,5,3,0,4,40s,55.829268292682926
34,No,Non-Travel,1375,Sales,10 KM,Bachelor’s Degree,Life Sciences,1774,Very High,Male,87,3,2,Sales Executive,High,Divorced,4001,12313,1,Yes,14,High,High,,15,3,Better,15,14,0,7,30s,117.67647058823529
53,No,Non-Travel,661,Research & Development,1 KM,Master’s Degree,Medical,1775,Low,Female,60,2,4,Manufacturing Director,High,Married,12965,22308,4,Yes,20,Very High,Very High,,27,2,Good,3,2,0,2,50s,244.62264150943398
43,No,Travel_Rarely,244,Human Resources,2 KM,Bachelor’s Degree,Life Sciences,1778,Medium,Male,97,3,1,Human Resources,Very High,Single,3539,5033,0,No,13,High,Medium,,10,5,Better,9,7,1,8,40s,82.30232558139535
34,No,Travel_Rarely,511,Sales,3 KM,Associate’s Degree,Life Sciences,1779,Very High,Female,32,1,2,Sales Executive,Very High,Single,6029,25353,5,No,12,High,Low,,6,3,Better,2,2,2,2,30s,177.3235294117647
21,Yes,Travel_Rarely,337,Sales,7 KM,High School,Marketing,1780,Medium,Male,31,3,1,Sales Representative,Medium,Single,2679,4567,1,No,13,High,Medium,,1,3,Better,1,0,1,0,20s,127.57142857142857
38,No,Travel_Rarely,1153,Research & Development,6 KM,Associate’s Degree,Other,1782,Very High,Female,40,2,1,Laboratory Technician,High,Married,3702,16376,1,No,11,High,Medium,,5,3,Better,5,4,0,4,30s,97.42105263157895
22,Yes,Travel_Rarely,1294,Research & Development,8 KM,High School,Medical,1783,High,Female,79,3,1,Laboratory Technician,Low,Married,2398,15999,1,Yes,17,High,High,,1,6,Better,1,0,0,0,20s,109.0
31,No,Travel_Rarely,196,Sales,29 KM,Master’s Degree,Marketing,1784,Low,Female,91,2,2,Sales Executive,Very High,Married,5468,13402,1,No,14,High,Low,,13,3,Better,12,7,5,7,30s,176.38709677419354
51,No,Travel_Rarely,942,Research & Development,3 KM,Bachelor’s Degree,Technical Degree,1786,Low,Female,53,3,3,Manager,High,Married,13116,22984,2,No,11,High,Very High,,15,2,Better,2,2,2,2,50s,257.1764705882353
37,No,Travel_Rarely,589,Sales,9 KM,Associate’s Degree,Marketing,1787,Medium,Male,46,2,2,Sales Executive,Medium,Married,4189,8800,1,No,14,High,Low,,5,2,Better,5,2,0,3,30s,113.21621621621621
46,No,Travel_Rarely,734,Research & Development,2 KM,Master’s Degree,Medical,1789,High,Male,46,3,5,Research Director,Very High,Divorced,19328,14218,7,Yes,17,High,High,,24,3,Better,2,1,2,2,40s,420.17391304347825
36,No,Travel_Rarely,1383,Research & Development,10 KM,Bachelor’s Degree,Life Sciences,1790,Very High,Male,90,3,3,Healthcare Representative,Low,Married,8321,25949,7,Yes,13,High,Very High,,15,1,Better,12,8,5,7,30s,231.13888888888889
44,Yes,Travel_Frequently,429,Research & Development,1 KM,Associate’s Degree,Medical,1792,High,Male,99,3,1,Research Scientist,Medium,Divorced,2342,11092,1,Yes,12,High,High,,6,2,Good,5,3,2,3,40s,53.22727272727273
37,No,Travel_Rarely,1239,Human Resources,8 KM,Associate’s Degree,Other,1794,High,Male,89,3,2,Human Resources,Medium,Divorced,4071,12832,2,No,13,High,High,,19,4,Good,10,0,4,7,30s,110.02702702702703
35,Yes,Travel_Rarely,303,Sales,27 KM,Bachelor’s Degree,Life Sciences,1797,High,Male,84,3,2,Sales Executive,Very High,Single,5813,13492,1,Yes,18,High,Very High,,10,2,Better,10,7,7,7,30s,166.0857142857143
33,No,Travel_Rarely,867,Research & Development,8 KM,Master’s Degree,Life Sciences,1798,Very High,Male,90,4,1,Research Scientist,Low,Married,3143,6076,6,No,19,High,Medium,,14,1,Better,10,8,7,6,30s,95.24242424242425
28,No,Travel_Rarely,1181,Research & Development,1 KM,Bachelor’s Degree,Life Sciences,1799,High,Male,82,3,1,Research Scientist,Very High,Married,2044,5531,1,No,11,High,High,,5,6,Best,5,3,0,3,20s,73.0
39,No,Travel_Rarely,1253,Research & Development,10 KM,High School,Medical,1800,High,Male,65,3,3,Research Director,High,Single,13464,7914,7,No,21,Very High,High,,9,3,Better,4,3,2,2,30s,345.2307692307692
46,No,Non-Travel,849,Sales,26 KM,Associate’s Degree,Life Sciences,1801,Medium,Male,98,2,2,Sales Executive,Medium,Single,7991,25166,8,No,15,High,High,,6,3,Better,2,2,2,2,40s,173.7173913043478
40,No,Travel_Rarely,616,Research & Development,2 KM,Associate’s Degree,Life Sciences,1802,High,Female,99,3,1,Laboratory Technician,Low,Married,3377,25605,4,No,17,High,Very High,,7,5,Good,4,3,0,2,30s,84.425
42,No,Travel_Rarely,1128,Research & Development,13 KM,Bachelor’s Degree,Medical,1803,Medium,Male,95,4,2,Healthcare Representative,Low,Married,5538,5696,5,No,18,High,High,,10,2,Good,0,0,0,0,40s,131.85714285714286
35,No,Non-Travel,1180,Research & Development,2 KM,Associate’s Degree,Medical,1804,Medium,Male,90,3,2,Manufacturing Director,Very High,Divorced,5762,24442,2,No,14,High,High,,15,6,Better,7,7,1,7,30s,164.62857142857143
38,No,Non-Travel,1336,Human Resources,2 KM,Bachelor’s Degree,Human Resources,1805,Low,Male,100,3,1,Human Resources,Medium,Divorced,2592,7129,5,No,13,High,Very High,,13,3,Better,11,10,3,8,30s,68.21052631578948
34,Yes,Travel_Frequently,234,Research & Development,9 KM,Master’s Degree,Life Sciences,1807,Very High,Male,93,3,2,Laboratory Technician,Low,Married,5346,6208,4,No,17,High,High,,11,3,Good,7,1,0,7,30s,157.23529411764707
37,Yes,Travel_Rarely,370,Research & Development,10 KM,Master’s Degree,Medical,1809,Very High,Male,58,3,2,Manufacturing Director,Low,Single,4213,4992,1,No,15,High,Medium,,10,4,Bad,10,3,0,8,30s,113.86486486486487
39,No,Travel_Frequently,766,Sales,20 KM,Bachelor’s Degree,Life Sciences,1812,High,Male,83,3,2,Sales Executive,Very High,Divorced,4127,19188,2,No,18,High,Very High,,7,6,Better,2,1,2,2,30s,105.82051282051282
43,No,Non-Travel,343,Research & Development,9 KM,Bachelor’s Degree,Life Sciences,1813,Low,Male,52,3,1,Research Scientist,High,Single,2438,24978,4,No,13,High,High,,7,2,Good,3,2,1,2,40s,56.69767441860465
41,No,Travel_Rarely,447,Research & Development,5 KM,Bachelor’s Degree,Life Sciences,1814,Medium,Male,85,4,2,Healthcare Representative,Medium,Single,6870,15530,3,No,12,High,Low,,11,3,Bad,3,2,1,2,40s,167.5609756097561
41,No,Travel_Rarely,796,Sales,4 KM,High School,Marketing,1815,High,Female,81,3,3,Sales Executive,High,Divorced,10447,26458,0,Yes,13,High,Very High,,23,3,Best,22,14,13,5,40s,254.8048780487805
30,No,Travel_Rarely,1092,Research & Development,10 KM,Bachelor’s Degree,Medical,1816,Low,Female,64,3,3,Manufacturing Director,High,Single,9667,2739,9,No,14,High,Medium,,9,3,Better,7,7,0,2,20s,322.23333333333335
26,Yes,Travel_Rarely,920,Human Resources,20 KM,Associate’s Degree,Medical,1818,Very High,Female,69,3,1,Human Resources,Medium,Married,2148,6889,0,Yes,11,High,High,,6,3,Better,5,1,1,4,20s,82.61538461538461
46,Yes,Travel_Rarely,261,Research & Development,21 KM,Associate’s Degree,Medical,1821,Very High,Female,66,3,2,Healthcare Representative,Medium,Married,8926,10842,4,No,22,Very High,Very High,,13,2,Best,9,7,3,7,40s,194.04347826086956
40,No,Travel_Rarely,1194,Research & Development,1 KM,Bachelor’s Degree,Life Sciences,1822,High,Female,52,3,2,Healthcare Representative,Very High,Divorced,6513,9060,4,No,17,High,Very High,,12,3,Better,5,3,0,3,30s,162.825
34,No,Travel_Rarely,810,Sales,8 KM,Associate’s Degree,Technical Degree,1823,Medium,Male,92,4,2,Sales Executive,High,Married,6799,22128,1,No,21,Very High,High,,10,5,Better,10,8,4,8,30s,199.97058823529412
58,No,Non-Travel,350,Sales,2 KM,Bachelor’s Degree,Medical,1824,Medium,Male,52,3,4,Manager,Medium,Divorced,16291,22577,4,No,22,Very High,Very High,,37,0,Good,16,9,14,14,50s,280.87931034482756
35,No,Travel_Rarely,185,Research & Development,23 KM,Master’s Degree,Medical,1826,Medium,Male,91,1,1,Laboratory Technician,High,Married,2705,9696,0,No,16,High,Medium,,6,2,Best,5,4,0,3,30s,77.28571428571429
47,No,Travel_Rarely,1001,Research & Development,4 KM,Bachelor’s Degree,Life Sciences,1827,High,Female,92,2,3,Manufacturing Director,Medium,Divorced,10333,19271,8,Yes,12,High,High,,28,4,Better,22,11,14,10,40s,219.85106382978722
40,No,Travel_Rarely,750,Research & Development,12 KM,Bachelor’s Degree,Life Sciences,1829,Medium,Female,47,3,2,Healthcare Representative,Low,Divorced,4448,10748,2,No,12,High,Medium,,15,3,Better,7,4,7,7,30s,111.2
54,No,Travel_Rarely,431,Research & Development,7 KM,Master’s Degree,Medical,1830,Very High,Female,68,3,2,Research Scientist,Very High,Married,6854,15696,4,No,15,High,Medium,,14,2,Good,7,1,1,7,50s,126.92592592592592
31,No,Travel_Frequently,1125,Sales,7 KM,Master’s Degree,Marketing,1833,Low,Female,68,3,3,Sales Executive,Low,Married,9637,8277,2,No,14,High,Very High,,9,3,Better,3,2,2,2,30s,310.8709677419355
28,No,Travel_Rarely,1217,Research & Development,1 KM,Bachelor’s Degree,Medical,1834,High,Female,67,3,1,Research Scientist,Low,Married,3591,12719,1,No,25,Very High,High,,3,3,Better,3,2,1,2,20s,128.25
38,No,Travel_Rarely,723,Sales,2 KM,Master’s Degree,Marketing,1835,Medium,Female,77,1,2,Sales Representative,Very High,Married,5405,4244,2,Yes,20,Very High,Low,,20,4,Good,4,2,0,3,30s,142.23684210526315
26,No,Travel_Rarely,572,Sales,10 KM,Bachelor’s Degree,Medical,1836,High,Male,46,3,2,Sales Executive,Very High,Single,4684,9125,1,No,13,High,Low,,5,4,Better,5,3,1,2,20s,180.15384615384616
58,No,Travel_Frequently,1216,Research & Development,15 KM,Master’s Degree,Life Sciences,1837,Low,Male,87,3,4,Research Director,High,Married,15787,21624,2,Yes,14,High,Medium,,23,3,Better,2,2,2,2,50s,272.1896551724138
18,No,Non-Travel,1431,Research & Development,14 KM,Bachelor’s Degree,Medical,1839,Medium,Female,33,3,1,Research Scientist,High,Single,1514,8018,1,No,16,High,High,,0,4,Bad,0,0,0,0,20s,84.11111111111111
31,Yes,Travel_Rarely,359,Human Resources,18 KM,Doctorate,Human Resources,1842,Very High,Male,89,4,1,Human Resources,Low,Married,2956,21495,0,No,17,High,High,,2,4,Better,1,0,0,0,30s,95.35483870967742
29,Yes,Travel_Rarely,350,Human Resources,13 KM,Bachelor’s Degree,Human Resources,1844,Low,Male,56,2,1,Human Resources,Low,Divorced,2335,3157,4,Yes,15,High,Very High,,4,3,Better,2,2,2,0,20s,80.51724137931035
45,No,Non-Travel,589,Sales,2 KM,Master’s Degree,Life Sciences,1845,High,Female,67,3,2,Sales Executive,High,Married,5154,19665,4,No,22,Very High,Medium,,10,3,Best,8,7,5,7,40s,114.53333333333333
36,No,Travel_Rarely,430,Research & Development,2 KM,Master’s Degree,Other,1847,Very High,Female,73,3,2,Research Scientist,Medium,Married,6962,19573,4,Yes,22,Very High,Very High,,15,2,Better,1,0,0,0,30s,193.38888888888889
43,No,Travel_Frequently,1422,Sales,2 KM,Master’s Degree,Life Sciences,1849,Low,Male,92,3,2,Sales Executive,Very High,Married,5675,19246,1,No,20,Very High,High,,7,5,Better,7,7,7,7,40s,131.97674418604652
27,No,Travel_Frequently,1297,Research & Development,5 KM,Associate’s Degree,Life Sciences,1850,Very High,Female,53,3,1,Laboratory Technician,Very High,Single,2379,19826,0,Yes,14,High,High,,6,3,Good,5,4,0,2,20s,88.11111111111111
29,No,Travel_Frequently,574,Research & Development,20 KM,High School,Medical,1852,Very High,Male,40,3,1,Laboratory Technician,Very High,Married,3812,7003,1,No,13,High,Medium,,11,3,Best,11,8,3,10,20s,131.44827586206895
32,No,Travel_Frequently,1318,Sales,10 KM,Master’s Degree,Marketing,1853,Very High,Male,79,3,2,Sales Executive,Very High,Single,4648,26075,8,No,13,High,High,,4,2,Best,0,0,0,0,30s,145.25
42,No,Non-Travel,355,Research & Development,10 KM,Master’s Degree,Technical Degree,1854,High,Male,38,3,1,Research Scientist,High,Married,2936,6161,3,No,22,Very High,Medium,,10,1,Good,6,3,3,3,40s,69.9047619047619
47,No,Travel_Rarely,207,Research & Development,9 KM,Master’s Degree,Life Sciences,1856,Medium,Female,64,3,1,Laboratory Technician,High,Single,2105,5411,4,No,12,High,High,,7,2,Better,2,2,2,0,40s,44.787234042553195
46,No,Travel_Rarely,706,Research & Development,2 KM,Associate’s Degree,Life Sciences,1857,Very High,Male,82,3,3,Manufacturing Director,Very High,Divorced,8578,19989,3,No,14,High,High,,12,4,Good,9,8,4,7,40s,186.47826086956522
28,No,Non-Travel,280,Human Resources,1 KM,Associate’s Degree,Life Sciences,1858,High,Male,43,3,1,Human Resources,Very High,Divorced,2706,10494,1,No,15,High,Medium,,3,2,Better,3,2,2,2,20s,96.64285714285714
29,No,Travel_Rarely,726,Research & Development,29 KM,High School,Life Sciences,1859,Very High,Male,93,1,2,Healthcare Representative,High,Divorced,6384,21143,8,No,17,High,Very High,,11,3,Better,7,0,1,6,20s,220.13793103448276
42,No,Travel_Rarely,1142,Research & Development,8 KM,Bachelor’s Degree,Life Sciences,1860,Very High,Male,81,3,1,Laboratory Technician,High,Single,3968,13624,4,No,13,High,Very High,,8,3,Better,0,0,0,0,40s,94.47619047619048
